City,Country,State Province,Latitude (generated),Longitude (generated)
Moncton,CA,NB,46.115,-64.801
Miramichi,CA,NB,47.004,-65.465
Minto,CA,NB,,
Memramcook,CA,NB,,
Medford,CA,NB,,
Lower St Marys,CA,NB,,
Lower Brighton,CA,NB,,
Lambertville,CA,NB,,
Lac Baker,CA,NB,,
Kirkland,CA,NB,,
Kincardine,CA,NB,,
Jacksonville,CA,NB,,
Island View,CA,NB,,
Irishtown,CA,NB,,
Hopewell Hill,CA,NB,,
Hazelton,CA,NB,,
Havelock,CA,NB,,
Hartland,CA,NB,,
Hanwell,CA,NB,,
Hampton,CA,NB,,
Grande-digue,CA,NB,,
Grand-Sault,CA,NB,,
Grand Manan,CA,NB,,
Grand Falls,CA,NB,,
Grand Bay-Westfield,CA,NB,,
Grafton,CA,NB,,
Glencoe,CA,NB,,
Gagetown,CA,NB,,
Fredericton,CA,NB,45.945,-66.665
Florenceville,CA,NB,,
Elgin,CA,NB,,
Edmundston,CA,NB,47.373,-68.325
Drummond,CA,NB,,
Dorchester,CA,NB,,
Dieppe,CA,NB,46.078,-64.687
Coldstream,CA,NB,,
Cocagne,CA,NB,,
Clifton,CA,NB,,
Clair,CA,NB,,
Chipman,CA,NB,,
Caraquet,CA,NB,,
Cap-Pelé,CA,NB,,
Canterbury,CA,NB,,
Campbellton,CA,NB,,
Burtts Corner,CA,NB,,
Brunswick,CA,NB,,
Bouctouche,CA,NB,,
Blacks Harbour,CA,NB,,
Big River,CA,NB,,
Bathurst,CA,NB,,
Baie-ste-anne,CA,NB,,
Baie-sainte-anne,CA,NB,,
Atholville,CA,NB,,
Woodridge,CA,MB,,
Woodlands,CA,MB,,
Winnitoba,CA,MB,,
Winnipeg,CA,MB,49.884,-97.147
Winkler,CA,MB,,
West St Paul,CA,MB,,
Wawanesa,CA,MB,,
Waterhen,CA,MB,,
Virden,CA,MB,,
Treherne,CA,MB,,
Transcona,CA,MB,,
Thompson,CA,MB,,
The Pas,CA,MB,,
Swan River,CA,MB,,
Stony Mountain,CA,MB,,
Stonewall,CA,MB,,
Steinbach,CA,MB,,
Ste. Rose du Lac,CA,MB,,
Ste. Agathe,CA,MB,,
Ste Agathe,CA,MB,,
Starbuck,CA,MB,,
St. Vital,CA,MB,,
St. Pierre Jolys,CA,MB,,
St. Jean Baptiste,CA,MB,,
St. Andrews,CA,MB,,
St. Adolphe,CA,MB,,
Southport,CA,MB,,
Souris,CA,MB,,
Snow Lake,CA,MB,,
Shoal Lake,CA,MB,,
Shilo,CA,MB,,
Selkirk,CA,MB,,
Scanterbury,CA,MB,,
Saskatchewan,CA,MB,,
S Lake,CA,MB,,
Russell,CA,MB,,
Rosser,CA,MB,,
Rossburn,CA,MB,,
Rosenort,CA,MB,,
Roblin,CA,MB,,
Riverton,CA,MB,,
Rivers,CA,MB,,
Rapid City,CA,MB,,
Pukatawagan,CA,MB,,
Portage la Prairie,CA,MB,,
Pipestone,CA,MB,,
Pilot Mound,CA,MB,,
Opaskwayak,CA,MB,,
Ontario Bay,CA,MB,,
Onanole,CA,MB,,
Oakville,CA,MB,,
Oakbank,CA,MB,,
Oak Bluff,CA,MB,,
Notre Dame de Lourdes,CA,MB,,
North Main,CA,MB,,
Niverville,CA,MB,,
New Bothwell,CA,MB,,
Nelson House,CA,MB,,
Neepawa,CA,MB,,
NA,CA,MB,,
Morris,CA,MB,,
Morden,CA,MB,,
Minnedosa,CA,MB,,
Melita,CA,MB,,
McCreary,CA,MB,,
Manitou,CA,MB,,
Lundar,CA,MB,,
Lockport,CA,MB,,
Leaf Rapids,CA,MB,,
La Salle,CA,MB,,
La Broquerie,CA,MB,,
Killarney,CA,MB,,
Howden,CA,MB,,
Headingley,CA,MB,,
Haywood,CA,MB,,
Hartney,CA,MB,,
Harrowby,CA,MB,,
Hamiota,CA,MB,,
Hadashville,CA,MB,,
Grosse Isle,CA,MB,,
Gretna,CA,MB,,
Grandview,CA,MB,,
Grand Rapids,CA,MB,,
Grand Marais,CA,MB,,
Gimli,CA,MB,,
Gillam,CA,MB,,
Gilbert Plains,CA,MB,,
Garden Hill,CA,MB,,
Fox Lake,CA,MB,,
Flin Flon,CA,MB,,
Fisher Branch,CA,MB,,
Falcon Beach,CA,MB,,
Erickson,CA,MB,,
Elie,CA,MB,,
Eden,CA,MB,,
East St. Paul,CA,MB,,
Deloraine,CA,MB,,
Dauphin,CA,MB,,
Dallas,CA,MB,,
Cross Lake,CA,MB,,
Cromer,CA,MB,,
Cranberry Portage,CA,MB,,
Churchill,CA,MB,,
Carman,CA,MB,,
Carberry,CA,MB,,
Brandon,CA,MB,49.846,-99.953
Boissevain,CA,MB,,
Birds Hill,CA,MB,,
Beausejour,CA,MB,,
Balmoral,CA,MB,,
Baldur,CA,MB,,
Arborg,CA,MB,,
Altona,CA,MB,,
Woss,CA,BC,,
Winfield,CA,BC,,
Williams Lake,CA,BC,,
White Rock,CA,BC,49.016,-122.802
Whistler,CA,BC,,
Westside,CA,BC,,
Westbank,CA,BC,,
West Vancouver,CA,BC,49.3308,-123.16
West Kelowna,CA,BC,49.862,-119.583
Warfield,CA,BC,,
View Royal,CA,BC,,
Victoria,CA,BC,48.432,-123.369
Vernon,CA,BC,50.258,-119.269
Vavenby,CA,BC,,
Vanderhoof,CA,BC,,
Vancouver Island,CA,BC,,
Vancouver,CA,BC,49.249,-123.119
Van Anda,CA,BC,,
Valleyview,CA,BC,,
Valemount,CA,BC,,
Ucluelet,CA,BC,,
Tumbler Ridge,CA,BC,,
Tsawwassen,CA,BC,,
Trail,CA,BC,,
Tofino,CA,BC,,
Tilbury,CA,BC,,
Thornhill,CA,BC,,
Terrace,CA,BC,54.516,-128.603
Taylor,CA,BC,,
Tappen,CA,BC,,
Surrey Centre,CA,BC,,
Surrey,CA,BC,49.106,-122.825
Sunshine Coast,CA,BC,,
Sun Peaks,CA,BC,,
Summerland,CA,BC,,
Stewart,CA,BC,,
Steveston,CA,BC,,
Stave Falls,CA,BC,,
Squamish,CA,BC,,
Sparwood,CA,BC,,
South Surrey,CA,BC,,
Sorrento,CA,BC,,
Sooke,CA,BC,,
Smithers,CA,BC,,
Sidney,CA,BC,,
Sicamous,CA,BC,,
Shuswap,CA,BC,,
Shawnigan Lake,CA,BC,,
Sechelt,CA,BC,,
Sayward,CA,BC,,
Savona,CA,BC,,
Sardis,CA,BC,,
Salt Spring Island,CA,BC,,
Salmon Arm,CA,BC,50.699,-119.302
Salmo,CA,BC,,
Saanichton,CA,BC,,
Saanich,CA,BC,48.5496,-123.3693
Rossland,CA,BC,,
Rockyview,CA,BC,,
Rock Creek,CA,BC,,
Roberts Creek,CA,BC,,
Richmond,CA,BC,49.17,-123.136
Revelstoke,CA,BC,,
Redstone,CA,BC,,
Quesnel,CA,BC,,
Queensborough,CA,BC,,
Queen Charlotte City,CA,BC,,
Quathiaski Cove,CA,BC,,
Qualicum Beach,CA,BC,,
Princeton,CA,BC,,
Prince Rupert,CA,BC,,
Prince George,CA,BC,53.916,-122.753
Powell River,CA,BC,,
Port Moody,CA,BC,49.282,-122.852
Port Kells,CA,BC,,
Port Hardy,CA,BC,,
Port Coquitlam,CA,BC,49.2664,-122.7693
Port Alberni,CA,BC,49.241,-124.802
Pitt Meadows,CA,BC,49.221,-122.689
Pink Mountain,CA,BC,,
Penticton,CA,BC,49.48,-119.585
Pender Harbour,CA,BC,,
Pemberton,CA,BC,,
Peachland,CA,BC,,
Parksville,CA,BC,49.316,-124.319
Park Royal,CA,BC,,
Panorama,CA,BC,,
Pacific,CA,BC,,
Osoyoos,CA,BC,,
Oliver,CA,BC,,
Okanagan Falls,CA,BC,,
Okanagan,CA,BC,,
Oakridge,CA,BC,,
North Vancouver,CA,BC,49.316,-123.069
North Saanich,CA,BC,,
North Delta,CA,BC,,
North Cowichan,CA,BC,48.841,-123.685
Nootka,CA,BC,,
Newton,CA,BC,,
New Westminster,CA,BC,49.206,-122.91
New Denver,CA,BC,,
Nelson,CA,BC,,
Nechako,CA,BC,,
Naramata,CA,BC,,
Nanaimo,CA,BC,49.166,-123.936
Nakusp,CA,BC,,
NA,CA,BC,,
Muncho Lake,CA,BC,,
Mount Currie,CA,BC,,
Mission,CA,BC,49.133,-122.314
Mill Bay,CA,BC,,
Midway,CA,BC,,
Metrotown,CA,BC,,
Merritt,CA,BC,,
Meadow Creek,CA,BC,,
McBride,CA,BC,,
Masset,CA,BC,,
Maple Ridge,CA,BC,49.219,-122.601
Manning Park,CA,BC,,
Malahat,CA,BC,,
Mackenzie,CA,BC,,
Lytton,CA,BC,,
Lumby,CA,BC,,
Lower Mainland,CA,BC,,
Logan Lake,CA,BC,,
Lindell Beach,CA,BC,,
Lillooet,CA,BC,,
Lavington,CA,BC,,
Lantzville,CA,BC,,
Langley,CA,BC,49.099,-122.652
Langford,CA,BC,48.449,-123.502
Lake Cowichan,CA,BC,,
Lake Country,CA,BC,,
Ladysmith,CA,BC,,
Ladner,CA,BC,49.089,-123.082
Kootenay,CA,BC,,
Kitsilano,CA,BC,,
Kitimat,CA,BC,,
Kimberley,CA,BC,,
Kerrisdale,CA,BC,,
Keremeos,CA,BC,,
Kemano,CA,BC,,
Kelowna,CA,BC,49.883,-119.485
Kamloops,CA,BC,50.666,-120.319
Kaleden,CA,BC,,
Invermere,CA,BC,,
Hudson's Hope,CA,BC,,
Houston,CA,BC,,
Hope,CA,BC,,
Holberg,CA,BC,,
Heriot Bay,CA,BC,,
Headquarters,CA,BC,,
Hazelton,CA,BC,,
Harrison Hot Springs,CA,BC,,
Haney,CA,BC,,
Hagensborg,CA,BC,,
Guildford,CA,BC,,
Greenwood,CA,BC,,
Grand Forks,CA,BC,,
Golden,CA,BC,,
Gold River,CA,BC,,
Gold Bridge,CA,BC,,
Gillies Bay,CA,BC,,
Gibsons,CA,BC,,
Garden Bay,CA,BC,,
Gabriola,CA,BC,,
Fraser Valley Regional District,CA,BC,,
Fort Steele,CA,BC,,
Fort St. John,CA,BC,56.249,-120.852
Fort St James,CA,BC,,
Fort Nelson,CA,BC,,
Fort Langley,CA,BC,,
Field,CA,BC,,
Fernie,CA,BC,,
Fairmont Hot Springs,CA,BC,,
Esquimalt,CA,BC,,
Engineer,CA,BC,,
Enderby,CA,BC,,
Emerald Lake,CA,BC,,
Elkford,CA,BC,,
East Kelowna,CA,BC,,
Dunsmuir,CA,BC,,
Duncan,CA,BC,48.782,-123.702
Douglas Lake,CA,BC,,
Delta,CA,BC,49.143,-122.906
Dease Lake,CA,BC,,
Dawson Creek,CA,BC,,
Crofton,CA,BC,,
Creston,CA,BC,,
Cranbrook,CA,BC,49.499,-115.768
Courtenay,CA,BC,49.686,-124.993
Coquitlam,CA,BC,49.282,-122.752
Coombs,CA,BC,,
Comox Valley,CA,BC,,
Comox,CA,BC,,
Colwood,CA,BC,,
Coldstream,CA,BC,,
Cobble Hill,CA,BC,,
Cloverdale,CA,BC,,
Clearwater,CA,BC,,
Christina Lake,CA,BC,,
Chilliwack,CA,BC,49.174,-121.944
Chetwynd,CA,BC,,
Cherryville,CA,BC,,
Chemainus,CA,BC,,
Chase,CA,BC,,
Charlie Lake,CA,BC,,
Central Saanich,CA,BC,,
Cecil Lake,CA,BC,,
Cawston,CA,BC,,
Castlegar,CA,BC,,
Canal Flats,CA,BC,,
Campbell River,CA,BC,50.016,-125.244
Camp Artaban,CA,BC,,
Cache Creek,CA,BC,,
Burns Lake,CA,BC,,
Burnaby,CA,BC,49.266,-122.952
Buick,CA,BC,,
Brilliant,CA,BC,,
Brentwood Bay,CA,BC,,
Bowen Island,CA,BC,,
Boston Bar,CA,BC,,
Blue River,CA,BC,,
Blind Bay,CA,BC,,
Black Creek,CA,BC,,
Bella Coola,CA,BC,,
Bella Bella,CA,BC,,
Barriere,CA,BC,,
Barnet,CA,BC,,
Bamfield,CA,BC,,
Baker Creek,CA,BC,,
Baker,CA,BC,,
Atlin,CA,BC,,
Ashcroft,CA,BC,,
Armstrong,CA,BC,,
Annacis,CA,BC,,
Anmore,CA,BC,,
Alert Bay,CA,BC,,
Aldergrove,CA,BC,,
Agassiz,CA,BC,,
Adams Lake,CA,BC,,
Abbotsford,CA,BC,49.057,-122.252
100 Mile House,CA,BC,,
Yellowhead County,CA,AB,,
Wood Buffalo,CA,AB,57.6644,-112.0069
Willingdon,CA,AB,,
Wildwood,CA,AB,,
Wildcat,CA,AB,,
Whitecourt,CA,AB,,
Wetaskiwin,CA,AB,,
Westlock,CA,AB,,
West Edmonton Mall,CA,AB,,
West Edmonton,CA,AB,,
Wembley,CA,AB,,
Warburg,CA,AB,,
Wandering River,CA,AB,,
Wainwright,CA,AB,,
Wabasca,CA,AB,,
Wabamun,CA,AB,,
Vulcan,CA,AB,,
Viking,CA,AB,,
Vermilion,CA,AB,,
Vegreville,CA,AB,,
Vauxhall,CA,AB,,
Valleyview,CA,AB,,
Two Hills,CA,AB,,
Trochu,CA,AB,,
Tofield,CA,AB,,
Tilley,CA,AB,,
Three Hills,CA,AB,,
Thorsby,CA,AB,,
Thorhild,CA,AB,,
Tees,CA,AB,,
Taber,CA,AB,,
Sylvan Lake,CA,AB,,
Swan Hills,CA,AB,,
Sundre,CA,AB,,
Sturgeon County,CA,AB,,
Strathmore,CA,AB,,
Strathcona County,CA,AB,53.5857,-113.1001
Stony Plain,CA,AB,,
Stettler,CA,AB,,
Stavely,CA,AB,,
Star,CA,AB,,
St. Paul,CA,AB,,
St. Albert,CA,AB,53.633,-113.635
Spruce View,CA,AB,,
Spruce Grove,CA,AB,53.533,-113.918
Spirit River,CA,AB,,
South Calgary,CA,AB,,
Solomon,CA,AB,,
Smoky Lake,CA,AB,,
Smith,CA,AB,,
Slave Lake,CA,AB,,
Silver Valley,CA,AB,,
Silver Heights,CA,AB,,
Sherwood Park,CA,AB,53.516,-113.318
Sexsmith,CA,AB,,
Sedgewick,CA,AB,,
Schuler,CA,AB,,
Savanna,CA,AB,,
Saulteaux,CA,AB,,
Ryley,CA,AB,,
Rycroft,CA,AB,,
Rolling Hills,CA,AB,,
Rocky View,CA,AB,,
Rocky Mountain House,CA,AB,,
Rocky Lane,CA,AB,,
Rimbey,CA,AB,,
Redwood Meadows,CA,AB,,
Redwater,CA,AB,,
Redcliff,CA,AB,,
Red Earth Creek,CA,AB,,
Red Deer County,CA,AB,,
Red Deer,CA,AB,52.266,-113.802
Raymond,CA,AB,,
Rainbow Lake,CA,AB,,
Provost,CA,AB,,
Priddis,CA,AB,,
Prentiss,CA,AB,,
Ponoka,CA,AB,,
Pincher Creek,CA,AB,,
Pigeon Lake,CA,AB,,
Picture Butte,CA,AB,,
Penhold,CA,AB,,
Peers,CA,AB,,
Peerless Lake,CA,AB,,
Peace River,CA,AB,,
Parkland County,CA,AB,,
Oyen,CA,AB,,
Onoway,CA,AB,,
Olds,CA,AB,,
Okotoks,CA,AB,,
Nobleford,CA,AB,,
Niton Junction,CA,AB,,
Nisku,CA,AB,,
Navarre,CA,AB,,
Nanton,CA,AB,,
NA,CA,AB,,
Mountain View County,CA,AB,,
Mountain View,CA,AB,,
Mountain House,CA,AB,,
Morley,CA,AB,,
Morinville,CA,AB,,
Millet,CA,AB,,
Millarville,CA,AB,,
Milk River,CA,AB,,
Medicine Hat,CA,AB,50.05,-110.668
McLennan,CA,AB,,
Mayerthorpe,CA,AB,,
Manning,CA,AB,,
Mallaig,CA,AB,,
Ma-Me-O Beach,CA,AB,,
Lynnwood,CA,AB,,
Lloydminster,CA,AB,,
Lincoln,CA,AB,,
Lethbridge,CA,AB,49.699,-112.818
Leslieville,CA,AB,,
Leduc County,CA,AB,,
Leduc,CA,AB,53.266,-113.552
Lavoy,CA,AB,,
Lancaster Park,CA,AB,,
Lamont,CA,AB,,
Lake Louise,CA,AB,,
Lacombe,CA,AB,,
Lac La Biche,CA,AB,,
La Glace,CA,AB,,
La Crête,CA,AB,,
Kirriemuir,CA,AB,,
Killam,CA,AB,,
Keho Lake,CA,AB,,
Kananaskis Village,CA,AB,,
Kananaskis,CA,AB,,
Jasper,CA,AB,,
Irricana,CA,AB,,
Innisfail,CA,AB,,
Hinton,CA,AB,,
Hines Creek,CA,AB,,
Highland Park,CA,AB,,
High River,CA,AB,,
High Prairie,CA,AB,,
High Level,CA,AB,,
Henday,CA,AB,,
Hardisty,CA,AB,,
Hanna,CA,AB,,
Guy,CA,AB,,
Grimshaw,CA,AB,,
Grassland,CA,AB,,
Grande Prairie,CA,AB,55.166,-118.802
Grande Cache,CA,AB,,
Gibbons,CA,AB,,
Genesee,CA,AB,,
Fox Creek,CA,AB,,
Fort Vermilion,CA,AB,,
Fort Saskatchewan,CA,AB,,
Fort McMurray,CA,AB,,
Fort Macleod,CA,AB,,
Fort Mackay,CA,AB,,
Fort Chipewyan,CA,AB,,
Foremost,CA,AB,,
Falher,CA,AB,,
Fairview,CA,AB,,
Exshaw,CA,AB,,
Evansburg,CA,AB,,
Erskine,CA,AB,,
Equity,CA,AB,,
Enoch,CA,AB,,
Elk Point,CA,AB,,
Edson,CA,AB,,
Edmonton,CA,AB,53.55,-113.468
Eckville,CA,AB,,
East Edmonton,CA,AB,,
Eagle Ridge,CA,AB,,
Dunmore,CA,AB,,
Duffield,CA,AB,,
Duagh,CA,AB,,
Drumheller,CA,AB,,
Drayton Valley,CA,AB,,
Draper,CA,AB,,
Dimsdale,CA,AB,,
Didsbury,CA,AB,,
Diamond City,CA,AB,,
Devon,CA,AB,,
Debolt,CA,AB,,
Dead Man's Flats,CA,AB,,
De Winton,CA,AB,,
Crossfield,CA,AB,,
Cremona,CA,AB,,
County of Grande Prairie No. 1,CA,AB,,
Coronation,CA,AB,,
Consort,CA,AB,,
Conklin,CA,AB,,
Coleman,CA,AB,,
Cold Lake,CA,AB,,
Cochrane,CA,AB,51.183,-114.468
Coaldale,CA,AB,,
Clyde,CA,AB,,
Cluny,CA,AB,,
Clive,CA,AB,,
Claresholm,CA,AB,,
Clairmont,CA,AB,,
Chinook,CA,AB,,
Chestermere,CA,AB,,
Chateh,CA,AB,,
Castor,CA,AB,,
Carstairs,CA,AB,,
Carseland,CA,AB,,
Caroline,CA,AB,,
Carlos,CA,AB,,
Cardston,CA,AB,,
Canmore,CA,AB,,
Camrose,CA,AB,53.016,-112.835
Campbell,CA,AB,,
Calmar,CA,AB,,
Calgary,CA,AB,51.05,-114.085
Calahoo,CA,AB,,
Bruderheim,CA,AB,,
Brooks,CA,AB,,
Brazeau County,CA,AB,,
Bragg Creek,CA,AB,,
Boyle,CA,AB,,
Bow Island,CA,AB,,
Bonnyville,CA,AB,,
Bon Accord,CA,AB,,
Blueberry Mountain,CA,AB,,
Blairmore,CA,AB,,
Blackfoot,CA,AB,,
Blackfalds,CA,AB,,
Birch Cove,CA,AB,,
Big Valley,CA,AB,,
Bentley,CA,AB,,
Beaverlodge,CA,AB,,
Beaumont,CA,AB,,
Bawlf,CA,AB,,
Bassano,CA,AB,,
Barrhead,CA,AB,,
Banff,CA,AB,,
Balzac,CA,AB,,
Atikameg,CA,AB,,
Athabasca,CA,AB,,
Ardmore,CA,AB,,
Anzac,CA,AB,,
Aldersyde,CA,AB,,
Airdrie,CA,AB,51.3,-114.035
Acme,CA,AB,,
Acheson,CA,AB,,
Acadia Valley,CA,AB,,
