City,Country,State Province,Latitude (generated),Longitude (generated)
Bad Neuenahr-Ahrweiler,DE,RP,50.5466,7.1201
Bad Neuenahr,DE,RP,,
Bad Marienberg,DE,RP,,
Bad Kreuznach,DE,RP,49.8431,7.8633
Bad Hönningen,DE,RP,,
Bad Ems,DE,RP,,
Bad Dürkheim,DE,RP,49.4621,8.172
Bad Breisig,DE,RP,,
Bad Bertrich,DE,RP,,
Bad Bergzabern,DE,RP,,
Ayl,DE,RP,,
Auderath,DE,RP,,
Atzelgift,DE,RP,,
Asbach,DE,RP,,
Arzfeld,DE,RP,,
Arzbach,DE,RP,,
Appenheim,DE,RP,,
Annweiler am Trifels,DE,RP,,
Andernach,DE,RP,50.4412,7.4004
Ammeldingen,DE,RP,,
Alzey,DE,RP,49.7434,8.1147
Altleiningen,DE,RP,,
Altenkirchen,DE,RP,,
Altenglan,DE,RP,,
Altendiez,DE,RP,,
Altenahr,DE,RP,,
Alsheim,DE,RP,,
Alsbach,DE,RP,,
Alpenrod,DE,RP,,
Alf,DE,RP,,
Albisheim (Pfrimm),DE,RP,,
Albig,DE,RP,,
Albersweiler,DE,RP,,
Adenau,DE,RP,,
Zülpich,DE,NW,50.6923,6.6476
Xanten,DE,NW,51.6623,6.455
Würselen,DE,NW,50.8206,6.1252
Wuppertal,DE,NW,51.2716,7.1966
Wülfrath,DE,NW,51.2803,7.0338
Witten,DE,NW,51.4401,7.3363
Wipperfürth,DE,NW,51.1183,7.3998
Winterberg,DE,NW,,
Windhof,DE,NW,,
Windeck,DE,NW,50.8109,7.5739
Wilnsdorf,DE,NW,50.8184,8.1075
Willich,DE,NW,51.2644,6.5488
Willebadessen,DE,NW,,
Wiehl,DE,NW,50.9483,7.5483
Wickrath,DE,NW,,
Wickede (Ruhr),DE,NW,,
Wickede,DE,NW,,
Wettringen,DE,NW,,
Wetter (Ruhr),DE,NW,51.3838,7.3935
Westfalen,DE,NW,,
Westerkappeln,DE,NW,,
Westen,DE,NW,,
Wesseling,DE,NW,50.8209,6.9772
Wesel,DE,NW,51.6557,6.6168
Werther,DE,NW,,
Werne,DE,NW,51.6638,7.6341
Wermelskirchen,DE,NW,51.1408,7.2171
Werl,DE,NW,51.5569,7.9123
Werdohl,DE,NW,51.2544,7.7679
Werden,DE,NW,,
Wenden,DE,NW,50.9663,7.8718
Welver,DE,NW,,
Weilerswist,DE,NW,50.755,6.8395
Wegberg,DE,NW,51.1416,6.2787
Weeze,DE,NW,,
Wattenscheid,DE,NW,,
Wassenberg,DE,NW,51.0994,6.1556
Warstein,DE,NW,51.4423,8.354
Warendorf,DE,NW,51.9497,7.9882
Warburg,DE,NW,51.4893,9.1426
Waltrop,DE,NW,51.6242,7.3992
Waldhausen,DE,NW,,
Waldfeucht,DE,NW,,
Waldbröl,DE,NW,50.8765,7.6175
Wadersloh,DE,NW,,
Wachtendonk,DE,NW,,
Wachtberg,DE,NW,50.6258,7.1356
Vreden,DE,NW,52.0328,6.8211
Voerde,DE,NW,51.5984,6.6805
Vlotho,DE,NW,52.1666,8.861
Viersen,DE,NW,51.2573,6.3908
Vettweiß,DE,NW,,
Versmold,DE,NW,52.0431,8.1546
Verl,DE,NW,51.8825,8.5081
Velen,DE,NW,,
Velbert,DE,NW,51.3404,7.0426
Unna,DE,NW,51.5324,7.6871
Ülpenich,DE,NW,,
Uerdingen,DE,NW,,
Uedem,DE,NW,,
Übach-Palenberg,DE,NW,50.9198,6.1198
Troisdorf,DE,NW,50.8134,7.1534
Tönisvorst,DE,NW,51.3206,6.4954
Titz,DE,NW,,
Telgte,DE,NW,51.9822,7.7871
Tecklenburg,DE,NW,,
Swisttal,DE,NW,50.6707,6.9154
Sundern,DE,NW,51.3305,8.0045
Südlohn,DE,NW,,
Straelen,DE,NW,51.447,6.2675
Stolberg,DE,NW,50.7714,6.2277
Stemwede,DE,NW,,
Steinheim,DE,NW,,
Steinhagen,DE,NW,52.0046,8.4143
Steinfurt,DE,NW,52.1501,7.339
Stadtlohn,DE,NW,51.9925,6.915
Sprockhövel,DE,NW,51.3687,7.2489
Spenge,DE,NW,52.1421,8.483
Sonsbeck,DE,NW,,
Solingen,DE,NW,51.1722,7.0868
Soest,DE,NW,51.5725,8.1083
Simmerath,DE,NW,50.6072,6.3015
Sieglar,DE,NW,,
Siegen,DE,NW,50.8724,8.0229
Siegburg,DE,NW,50.795,7.2023
Sevelen,DE,NW,,
Sendenhorst,DE,NW,,
Senden,DE,NW,51.8573,7.4831
Selm,DE,NW,51.6979,7.4669
Selfkant,DE,NW,,
Schwerte,DE,NW,51.4403,7.5666
Schwelm,DE,NW,51.2835,7.2934
Schwalmtal,DE,NW,51.214,6.2742
Schöppingen,DE,NW,,
Schmallenberg,DE,NW,51.154,8.2858
Schloß Holte-Stukenbrock,DE,NW,51.9032,8.6163
Schleiden,DE,NW,,
Schlangen,DE,NW,,
Schieder-Schwalenberg,DE,NW,,
Schermbeck,DE,NW,,
Schalksmühle,DE,NW,,
Sassenberg,DE,NW,,
Sankt Tönis,DE,NW,,
Sankt Augustin,DE,NW,50.7761,7.1882
Salzkotten,DE,NW,51.6738,8.6089
Saerbeck,DE,NW,,
Rüthen,DE,NW,,
Ruppichteroth,DE,NW,,
Ruhrgebiet,DE,NW,,
Rösrath,DE,NW,50.9012,7.1833
Rosendahl,DE,NW,,
Rommerskirchen,DE,NW,,
Roetgen,DE,NW,,
Rödinghausen,DE,NW,,
Rietberg,DE,NW,51.8113,8.4287
Rheinisch-Bergischer Kreis,DE,NW,,
Rheine,DE,NW,52.2794,7.4346
Rheinberg,DE,NW,51.5458,6.6021
Rheinbach,DE,NW,50.6258,6.953
Rhein-Sieg-Kreis,DE,NW,,
Rhein-Erft-Kreis,DE,NW,,
Rhein,DE,NW,,
Rhede,DE,NW,51.8408,6.6971
Rheda-Wiedenbrück,DE,NW,51.8347,8.304
Rheda,DE,NW,,
Remscheid,DE,NW,51.1793,7.1932
Reken,DE,NW,,
Reichshof,DE,NW,50.9155,7.6546
Regierungsbezirk Münster,DE,NW,,
Rees,DE,NW,51.7614,6.3941
Recklinghausen,DE,NW,51.6135,7.1933
Recke,DE,NW,,
Ratingen,DE,NW,51.2972,6.8481
Rath,DE,NW,,
Ramersdorf,DE,NW,,
Rahden,DE,NW,52.4341,8.6128
Raesfeld,DE,NW,,
Radevormwald,DE,NW,51.204,7.3572
Pulheim,DE,NW,50.9979,6.8025
Preußisch Oldendorf,DE,NW,,
Porta Westfalica,DE,NW,52.2394,8.9238
Plettenberg,DE,NW,51.2163,7.8731
Petershagen,DE,NW,52.3773,8.9707
Parsit,DE,NW,,
Paderborn,DE,NW,51.7181,8.752
Overath,DE,NW,50.9334,7.2882
Ottfingen,DE,NW,,
Ostheim,DE,NW,,
Ostbevern,DE,NW,,
Olsberg,DE,NW,51.355,8.4899
Olpe,DE,NW,51.0289,7.847
Olfen,DE,NW,,
Oerlinghausen,DE,NW,51.9598,8.6653
Oer-Erkenschwick,DE,NW,51.6383,7.2632
Oelde,DE,NW,51.8229,8.1423
Odenthal,DE,NW,51.0326,7.1169
Ochtrup,DE,NW,52.2103,7.1886
Oberhausen,DE,NW,51.4694,6.8551
Nümbrecht,DE,NW,50.9057,7.5428
Nottuln,DE,NW,51.9283,7.3548
Nörvenich,DE,NW,,
Nordwalde,DE,NW,,
Nordkirchen,DE,NW,,
Nieheim,DE,NW,,
Niederzier,DE,NW,,
Niederkrüchten,DE,NW,51.1982,6.2225
Niederkassel,DE,NW,50.8122,7.0386
Nideggen,DE,NW,,
Neuss,DE,NW,51.1963,6.6941
Neunkirchen-Seelscheid,DE,NW,50.8436,7.3367
Neunkirchen,DE,NW,,
Neukirchen-Vluyn,DE,NW,51.444,6.569
Neukirchen,DE,NW,,
Neuenrade,DE,NW,,
Neuenkirchen,DE,NW,,
Nettetal,DE,NW,51.3062,6.2774
Nettersheim,DE,NW,,
Netphen,DE,NW,50.9145,8.0996
NA,DE,NW,,
Münster,DE,NW,51.963,7.6178
Mülheim an der Ruhr,DE,NW,51.4267,6.877
Much,DE,NW,50.9055,7.4025
Morsbach,DE,NW,,
Monschau,DE,NW,,
Monheim am Rhein Monheim,DE,NW,,
Monheim am Rhein,DE,NW,,
Monheim,DE,NW,51.0914,6.8892
Mönchengladbach,DE,NW,51.1955,6.4427
Möhnesee,DE,NW,,
Moers,DE,NW,51.4526,6.6253
Minden-Lübbecke,DE,NW,,
Minden,DE,NW,52.2886,8.9146
Mettmann,DE,NW,51.2516,6.9786
Mettingen,DE,NW,,
Meschede,DE,NW,51.3449,8.2849
Merzenich,DE,NW,,
Mersch,DE,NW,,
Menden,DE,NW,51.4364,7.7936
Meinerzhagen,DE,NW,51.1082,7.6361
Mehr,DE,NW,,
Meerbusch,DE,NW,51.2519,6.691
Medebach,DE,NW,,
Meckenheim,DE,NW,50.6258,7.0196
Mechernich,DE,NW,50.5907,6.6514
Marsberg,DE,NW,51.4584,8.8576
Marl,DE,NW,51.6559,7.0995
Marienmünster,DE,NW,,
Marienheide,DE,NW,,
Marienfeld,DE,NW,,
Lünen,DE,NW,51.6129,7.5191
Lügde,DE,NW,,
Lüdinghausen,DE,NW,51.7713,7.4476
Lüdenscheid,DE,NW,51.2138,7.6316
Lübbecke,DE,NW,52.303,8.6129
Lotte,DE,NW,,
Löhne,DE,NW,,
Lohn,DE,NW,,
Lohmar,DE,NW,50.8396,7.2093
Lippstadt,DE,NW,51.67,8.346
Lippetal,DE,NW,,
Lippe,DE,NW,,
Linnich,DE,NW,,
Lindlar,DE,NW,51.0191,7.3762
Lienen,DE,NW,,
Lichtenau,DE,NW,,
Leverkusen,DE,NW,51.0332,6.9817
Leopoldshöhe,DE,NW,52.0123,8.7
Lennestadt,DE,NW,51.1211,8.0677
Lengerich,DE,NW,52.1912,7.8477
Lemgo,DE,NW,52.0277,8.9081
Leichlingen,DE,NW,51.1058,7.0142
Legden,DE,NW,,
Langerwehe,DE,NW,,
Langenfeld,DE,NW,51.1134,6.9511
Langenberg,DE,NW,,
Lage,DE,NW,51.9905,8.7893
Laer,DE,NW,,
Ladbergen,DE,NW,,
Kürten,DE,NW,51.0535,7.2636
Kreuztal,DE,NW,50.9593,7.9903
Kreuzau,DE,NW,50.7463,6.4892
Kreis Wesel,DE,NW,,
Kreis Warendorf,DE,NW,,
Kreis Viersen,DE,NW,,
Kreis Steinfurt,DE,NW,,
Kreis Recklinghausen,DE,NW,,
Kreis Olpe,DE,NW,,
Kreis Neuss,DE,NW,,
Kreis Lippe,DE,NW,,
Kreis Heinsberg,DE,NW,,
Kreis Coesfeld,DE,NW,,
Krefeld,DE,NW,51.3339,6.5623
Kranenburg,DE,NW,,
Korschenbroich,DE,NW,51.1909,6.5155
Königswinter,DE,NW,50.6775,7.1909
Königsberg,DE,NW,,
Köln-Porz,DE,NW,,
Köln-Mülheim,DE,NW,,
Köln-Ehrenfeld,DE,NW,,
Köln-Chorweiler,DE,NW,,
Köln Rodenkirchen,DE,NW,,
Köln,DE,NW,50.9417,6.9552
Kleve,DE,NW,51.7904,6.1378
Kleinenberg,DE,NW,,
Kirchrarbach,DE,NW,,
Kirchlengern,DE,NW,52.1999,8.6414
Kirchhundem,DE,NW,,
Kierspe,DE,NW,51.13,7.5942
Kevelaer,DE,NW,51.5813,6.2463
Kerpen,DE,NW,50.8733,6.6923
Kerken,DE,NW,,
Kempen,DE,NW,51.3655,6.4213
Kemmerich,DE,NW,,
Kamp-Lintfort,DE,NW,51.5047,6.5474
Kamen,DE,NW,51.5944,7.6617
Kalletal,DE,NW,,
Kall,DE,NW,,
Kalkar,DE,NW,,
Kaarst,DE,NW,51.2304,6.6171
Jülich,DE,NW,50.9214,6.3619
Jüchen,DE,NW,51.1021,6.5023
Issum,DE,NW,,
Isselburg,DE,NW,,
Iserlohn,DE,NW,51.3761,7.699
Innenstadt,DE,NW,,
Inden,DE,NW,,
Ibbenbüren,DE,NW,52.2728,7.7157
Hürth,DE,NW,50.8801,6.8797
Hürtgenwald,DE,NW,,
Hünxe,DE,NW,,
Hunsheim,DE,NW,,
Hüllhorst,DE,NW,,
Hückeswagen,DE,NW,51.1517,7.3399
Hückelhoven,DE,NW,51.0518,6.2238
Höxter,DE,NW,51.7735,9.3825
Howald,DE,NW,,
Hövelhof,DE,NW,51.8215,8.6578
Horstmar,DE,NW,,
Hörstel,DE,NW,52.2982,7.5804
Horn-Bad Meinberg,DE,NW,51.8732,8.9452
Hopsten,DE,NW,,
Holzwickede,DE,NW,51.502,7.6191
Holthausen,DE,NW,,
Holte,DE,NW,,
Holland,DE,NW,,
Hohenhausen,DE,NW,,
Hochsauerland,DE,NW,,
Hille,DE,NW,52.3349,8.7478
Hilden,DE,NW,51.1698,6.9371
Hilchenbach,DE,NW,50.9949,8.1093
Hiddenhausen,DE,NW,52.1662,8.6131
Herzogenrath,DE,NW,50.8675,6.0936
Herzebrock-Clarholz,DE,NW,51.882,8.2352
Herzebrock,DE,NW,,
Herten,DE,NW,51.5928,7.1369
Herscheid,DE,NW,,
Herne,DE,NW,51.5403,7.2198
Herford,DE,NW,52.1161,8.6693
Herdecke,DE,NW,51.4007,7.4321
Herbecke,DE,NW,,
Hennef,DE,NW,50.7738,7.2847
Hemer,DE,NW,51.3815,7.7679
Hellenthal,DE,NW,,
Heinsberg,DE,NW,51.0591,6.0953
Heimbach,DE,NW,,
Heiligenhaus,DE,NW,51.3268,6.9716
Heiden,DE,NW,,
Heek,DE,NW,,
Havixbeck,DE,NW,,
Hattingen,DE,NW,51.3973,7.1807
Harsewinkel,DE,NW,51.9625,8.2267
Hand,DE,NW,,
Hamminkeln,DE,NW,51.7289,6.5902
Hamm,DE,NW,51.6801,7.8175
Halver,DE,NW,51.1871,7.4979
Haltern am See,DE,NW,,
Haltern,DE,NW,51.7431,7.1842
Hallenberg,DE,NW,,
Halle (Westfalen),DE,NW,,
"Hagen, Stadt",DE,NW,,
Hagen,DE,NW,51.3599,7.4713
Haan,DE,NW,51.1942,7.0137
Gütersloh,DE,NW,51.9093,8.3809
Gummersbach,DE,NW,51.0293,7.5676
Groß Reken,DE,NW,,
Gronauerwald,DE,NW,,
Gronau (Westf.),DE,NW,,
Grevenbroich,DE,NW,51.0893,6.5903
Greven,DE,NW,52.0919,7.6096
Grefrath,DE,NW,51.337,6.3434
Grafschaft,DE,NW,,
Goch,DE,NW,51.6735,6.1632
Gladbeck,DE,NW,51.5744,6.9926
Gladbach,DE,NW,,
Gevelsberg,DE,NW,51.3213,7.3398
Geseke,DE,NW,51.6446,8.5063
Gescher,DE,NW,51.9572,7.0068
Gendorf,DE,NW,,
Gelsenkirchen,DE,NW,51.5115,7.0931
Geldern,DE,NW,51.5198,6.3317
Geilenkirchen,DE,NW,50.9646,6.1194
Gangelt,DE,NW,,
Fuchstal,DE,NW,,
Fröndenberg,DE,NW,51.4732,7.7684
Freudenberg,DE,NW,50.8969,7.8758
Frechen,DE,NW,50.9108,6.8093
Flughafen Köln/Bonn,DE,NW,,
Flughafen Düsseldorf,DE,NW,,
Finnentrop,DE,NW,51.1752,7.9659
Finkenberg,DE,NW,,
Feuersbach,DE,NW,,
Extertal,DE,NW,,
Everswinkel,DE,NW,,
Euskirchen,DE,NW,50.6615,6.7855
Essen,DE,NW,51.4518,7.0106
Espelkamp,DE,NW,52.3773,8.628
Eslohe,DE,NW,,
Eschweiler,DE,NW,50.8174,6.2663
Erwitte,DE,NW,51.612,8.3385
Erndtebrück,DE,NW,,
Erkrath,DE,NW,51.2214,6.9087
Erkelenz,DE,NW,51.0789,6.3177
Erftstadt,DE,NW,50.7999,6.7655
Ense,DE,NW,,
Ennigerloh,DE,NW,51.8342,8.0256
Ennepetal,DE,NW,51.2967,7.369
Ennepe-Ruhr-Kreis,DE,NW,,
Enger,DE,NW,52.1375,8.5559
Engelskirchen,DE,NW,50.9867,7.4091
End,DE,NW,,
Emsdetten,DE,NW,52.1733,7.5282
Emscher-Lippe,DE,NW,,
Ems,DE,NW,,
Emmerich,DE,NW,51.8331,6.2448
Elsdorf,DE,NW,50.9378,6.5631
Eitorf,DE,NW,50.7697,7.4494
Einen,DE,NW,,
Ehrenfeld,DE,NW,,
Düsseldorf,DE,NW,51.2156,6.776
Düren,DE,NW,50.8048,6.4833
Dülmen,DE,NW,51.8288,7.2793
Duisburg,DE,NW,51.4314,6.7639
Drolshagen,DE,NW,,
Drensteinfurt,DE,NW,51.7964,7.7418
Dreihausen,DE,NW,,
Dortmund,DE,NW,51.5166,7.4583
Dorsten,DE,NW,51.659,6.9652
Dormagen,DE,NW,51.0929,6.8398
Dörentrup,DE,NW,,
Dinslaken,DE,NW,51.5618,6.7317
Dielingen,DE,NW,,
Deutz,DE,NW,,
Detmold,DE,NW,51.9349,8.8793
Delbrück,DE,NW,51.7629,8.5652
Datteln,DE,NW,51.6542,7.3387
Coesfeld,DE,NW,51.9456,7.1697
Chur,DE,NW,,
Castrop-Rauxel,DE,NW,51.5477,7.3089
Burscheid,DE,NW,51.0838,7.1131
Büren,DE,NW,51.5515,8.5601
Burbach,DE,NW,,
Bünde,DE,NW,52.1968,8.5797
Brühl,DE,NW,50.8304,6.9055
Brüggen,DE,NW,51.2423,6.1855
Brilon,DE,NW,51.3956,8.5725
Bremen,DE,NW,,
Breckerfeld,DE,NW,,
Brandenburg,DE,NW,,
Brakel,DE,NW,51.7154,9.1803
Bottrop,DE,NW,51.5247,6.9252
Bösingfeld,DE,NW,,
Bornheim,DE,NW,50.761,6.996
Borken,DE,NW,51.8419,6.8564
Borgholzhausen,DE,NW,,
Borchen,DE,NW,,
Bonn,DE,NW,50.7324,7.1019
Bönen,DE,NW,51.5986,7.758
Bochum,DE,NW,51.4864,7.2108
Bocholt,DE,NW,51.8347,6.6176
Blomberg,DE,NW,51.9431,9.0967
Blankenheim,DE,NW,,
Billerbeck,DE,NW,,
Bielefeld,DE,NW,52.023,8.5333
Beverungen,DE,NW,51.6639,9.3732
Beuel,DE,NW,,
Bestwig,DE,NW,,
Bergstraße,DE,NW,,
Bergneustadt,DE,NW,51.0205,7.6539
Bergkamen,DE,NW,51.6217,7.6411
Bergisches Land,DE,NW,,
Bergisch Gladbach,DE,NW,50.9917,7.1337
Bergheim,DE,NW,50.9547,6.6402
Beelen,DE,NW,,
Bedburg-Hau,DE,NW,,
Bedburg,DE,NW,50.9973,6.5787
Beckum,DE,NW,51.758,8.0423
Basel,DE,NW,,
Barntrup,DE,NW,,
Balve,DE,NW,,
Baesweiler,DE,NW,50.9001,6.1817
Bad Wünnenberg,DE,NW,,
Bad Sassendorf,DE,NW,,
Bad Salzuflen,DE,NW,52.0824,8.749
Bad Rothenfelde,DE,NW,,
Bad Oeynhausen,DE,NW,52.2025,8.7909
Bad Münstereifel,DE,NW,50.5515,6.7632
Bad Lippspringe,DE,NW,51.7827,8.8191
Bad Laasphe,DE,NW,50.9276,8.4128
Bad Honnef,DE,NW,,
Bad Godesberg,DE,NW,,
Bad Driburg,DE,NW,51.7374,9.0187
Bad Berleburg Wingeshausen,DE,NW,,
Bad Berleburg Bad Berleburg,DE,NW,,
Bad Berleburg,DE,NW,51.0481,8.3905
Augustdorf,DE,NW,,
Attendorn,DE,NW,51.1261,7.9072
Ascheberg,DE,NW,51.7919,7.6223
Arnsberg,DE,NW,51.3955,8.0627
Anröchte,DE,NW,,
Anholt,DE,NW,,
Altenrheine,DE,NW,,
Altenberge,DE,NW,,
Altenbeken,DE,NW,,
Altena,DE,NW,51.2883,7.6799
Alsdorf,DE,NW,50.8745,6.1602
Alpen,DE,NW,,
Allen,DE,NW,,
Alfter,DE,NW,50.7388,7.0116
Aldenhoven,DE,NW,,
Ahlen,DE,NW,51.7624,7.89
Ahaus,DE,NW,52.0727,7.008
Aachen,DE,NW,50.7782,6.0886
Zorge,DE,NI,,
Zeven,DE,NI,,
Zetel,DE,NI,,
Wustrow,DE,NI,,
Wurster Nordseeküste,DE,NI,,
Wunstorf,DE,NI,52.4261,9.43
Wulften,DE,NI,,
Worpswede,DE,NI,,
Wolfsburg,DE,NI,52.4213,10.7874
Wolfenbüttel,DE,NI,52.1607,10.5344
Wittmund Carolinensiel,DE,NI,,
Wittmund,DE,NI,53.5752,7.7835
Wittingen,DE,NI,,
Wischhafen,DE,NI,,
Wirdum,DE,NI,,
Winsen (Luhe),DE,NI,,
Winsen (Aller),DE,NI,,
Wingst,DE,NI,,
Willershausen,DE,NI,,
Wilhelmshaven,DE,NI,53.5196,8.1117
Wildeshausen,DE,NI,52.8948,8.4325
Wietzen,DE,NI,,
Wietze,DE,NI,,
Wietmarschen,DE,NI,,
Wiesmoor,DE,NI,,
Wiefelstede,DE,NI,53.2571,8.1156
Weyhe,DE,NI,52.9834,8.8348
Weyhausen,DE,NI,,
Westoverledingen,DE,NI,53.1673,7.4548
Westertimke,DE,NI,,
Westerstede,DE,NI,53.2585,7.9272
Westerholt,DE,NI,,
Weser-Ems,DE,NI,,
Wesendorf,DE,NI,,
Werlte,DE,NI,,
Werlaburgdorf,DE,NI,,
Wenzendorf,DE,NI,,
Wennigsen (Deister),DE,NI,,
Wennigsen,DE,NI,,
Wendeburg,DE,NI,,
Welle,DE,NI,,
Weener,DE,NI,53.1611,7.3494
Wedemark,DE,NI,52.5456,9.73
Wathlingen,DE,NI,,
Warmsen,DE,NI,,
Wardenburg,DE,NI,53.0646,8.1944
Wangerooge,DE,NI,,
Wangerland Hooksiel,DE,NI,,
Wangerland,DE,NI,,
Walsrode,DE,NI,52.8627,9.5871
Wallenhorst,DE,NI,52.3505,8.0156
Walchum,DE,NI,,
Wahrenholz,DE,NI,,
Wagenhoff,DE,NI,,
Wagenfeld,DE,NI,,
Vollersode,DE,NI,,
Vögelsen,DE,NI,,
Visselhövede,DE,NI,,
Visbek,DE,NI,,
Vienenburg,DE,NI,,
Verden (Aller),DE,NI,,
Velpke,DE,NI,,
Vechta,DE,NI,52.729,8.2864
Vechelde,DE,NI,52.261,10.3745
Vastorf,DE,NI,,
Varrel,DE,NI,,
Varel Neuenwege,DE,NI,,
Varel,DE,NI,53.3941,8.1379
Uslar,DE,NI,51.6596,9.6349
Uplengen,DE,NI,,
Upgant-Schott,DE,NI,,
Unterlüß,DE,NI,,
Undeloh,DE,NI,,
Uetze,DE,NI,52.465,10.2034
Uelzen,DE,NI,52.9656,10.5606
Uelsen,DE,NI,,
Uchte,DE,NI,,
Twistringen,DE,NI,,
Twist,DE,NI,,
Tostedt,DE,NI,,
Tossens,DE,NI,,
Thuine,DE,NI,,
Thedinghausen,DE,NI,,
Tespe,DE,NI,,
Tarmstedt,DE,NI,,
Tappenbeck,DE,NI,,
Syke,DE,NI,52.911,8.8252
Surwold,DE,NI,,
Sulingen,DE,NI,,
Suhlendorf,DE,NI,,
Suderburg,DE,NI,,
Südbrookmerland Bedekaspel,DE,NI,,
Südbrookmerland,DE,NI,53.4989,7.3703
Stuhr,DE,NI,53.0276,8.7529
Stolzenau,DE,NI,,
Steyerberg,DE,NI,,
Stelle,DE,NI,,
Steinhorst,DE,NI,,
Steinfeld (Oldenburg),DE,NI,,
Stedesdorf,DE,NI,,
Staufenberg,DE,NI,,
Stadtoldendorf,DE,NI,,
Stadthagen,DE,NI,52.3238,9.2019
Stadt,DE,NI,,
Stadland,DE,NI,,
Stade,DE,NI,53.602,9.4784
Springe,DE,NI,52.2074,9.5557
Spiekeroog,DE,NI,,
Spelle,DE,NI,,
Sottrum,DE,NI,,
Soltau,DE,NI,52.9867,9.8418
Söhlde,DE,NI,,
Sögel,DE,NI,,
Soderstorf,DE,NI,,
Sittensen,DE,NI,,
Siedenburg,DE,NI,,
Sickte,DE,NI,,
Sibbesse,DE,NI,,
Seulingen,DE,NI,,
Sehnde,DE,NI,52.3158,9.9651
Sehlde,DE,NI,,
Seevetal,DE,NI,53.386,9.9853
Seesen,DE,NI,51.8931,10.1763
Seelze,DE,NI,52.3978,9.5924
Seedorf,DE,NI,,
Schwülper,DE,NI,,
Schweringen,DE,NI,,
Schweiburg,DE,NI,,
Schwarme,DE,NI,,
Schwanewede,DE,NI,53.2242,8.5938
Schüttorf,DE,NI,,
Schulenberg im Oberharz,DE,NI,,
Schortens,DE,NI,53.5284,7.9474
Schöppenstedt,DE,NI,,
Schöningen,DE,NI,,
Scholen,DE,NI,,
Schneverdingen,DE,NI,53.119,9.7887
Schladen,DE,NI,,
Schillig,DE,NI,,
Schiffdorf,DE,NI,,
Schellerten,DE,NI,,
Scheeßel,DE,NI,,
Scharnhorst,DE,NI,,
Scharnebeck,DE,NI,,
Saterland,DE,NI,,
Sassenburg,DE,NI,,
Sarstedt,DE,NI,52.2345,9.8534
Sande,DE,NI,,
Sammatz,DE,NI,,
Salzhemmendorf,DE,NI,,
Salzhausen,DE,NI,,
Salzgitter-Bad,DE,NI,,
Salzgitter Watenstedt,DE,NI,,
Salzgitter Thiede,DE,NI,,
Salzgitter Lichtenberg,DE,NI,,
Salzgitter Lebenstedt,DE,NI,,
Salzgitter Immendorf,DE,NI,,
Salzgitter,DE,NI,52.1533,10.3331
Salzbergen,DE,NI,,
Sachsenhagen Nienbrügge,DE,NI,,
Rüdershausen,DE,NI,,
Rötgesbüttel,DE,NI,,
Rotenburg (Wümme),DE,NI,,
Rotenburg,DE,NI,53.1124,9.4112
Rosengarten,DE,NI,,
Rosdorf,DE,NI,,
Rosche,DE,NI,,
Ronnenberg,DE,NI,52.3186,9.6577
Rodenberg,DE,NI,,
Ritterhude,DE,NI,,
Rinteln Friedrichswald,DE,NI,,
Rinteln,DE,NI,52.1916,9.0816
Rieste,DE,NI,,
Rhauderfehn,DE,NI,53.1358,7.574
Reppenstedt,DE,NI,,
Remlingen,DE,NI,,
Remels,DE,NI,,
Rehren,DE,NI,,
Rehlingen,DE,NI,,
Rehden,DE,NI,,
Rehburg-Loccum,DE,NI,,
Rastede,DE,NI,53.2476,8.1983
Räbke,DE,NI,,
Quakenbrück,DE,NI,,
Peine,DE,NI,52.3204,10.2332
Pattensen,DE,NI,,
Parsau,DE,NI,,
Papenburg,DE,NI,53.0729,7.4235
Oyten,DE,NI,53.0594,9.0157
Ovelgönne,DE,NI,,
Ottersberg,DE,NI,,
Otterndorf,DE,NI,,
Ostrhauderfehn,DE,NI,,
Ostgroßefehn,DE,NI,,
Ostfriesland,DE,NI,,
Osterwald,DE,NI,,
Osterode am Harz,DE,NI,51.7268,10.2552
Osterholz-Scharmbeck,DE,NI,53.2273,8.7867
Ostercappeln,DE,NI,,
Osten,DE,NI,,
Osnabrück,DE,NI,52.2725,8.0478
Oldendorf,DE,NI,,
Oldenburgisches Münsterland,DE,NI,,
Oldenburg,DE,NI,53.1387,8.2114
Offen,DE,NI,,
Oetzen,DE,NI,,
Obernkirchen,DE,NI,,
Oberndorf,DE,NI,,
Nottensdorf,DE,NI,,
Norwegen,DE,NI,,
Nortrup,DE,NI,,
Northeim,DE,NI,51.7067,10.0068
Nörten-Hardenberg,DE,NI,,
Nordstemmen,DE,NI,,
Nordhorn,DE,NI,52.4377,7.0705
Norderney,DE,NI,,
Nordenham,DE,NI,53.4895,8.4786
Norden,DE,NI,53.5957,7.2019
Nienhagen,DE,NI,,
Nienburgerbruch,DE,NI,,
Nienburg,DE,NI,52.5984,9.1826
Neustadt am Rübenberge,DE,NI,52.5041,9.4573
Neustadt,DE,NI,,
Neuerkerode,DE,NI,,
Neuenwalde,DE,NI,,
Neuenkirchen-Vörden,DE,NI,,
Neuenkirchen,DE,NI,,
Neuenhaus,DE,NI,,
Neubörger,DE,NI,,
Neu Wulmstorf,DE,NI,53.4682,9.7921
NA,DE,NI,,
Munster,DE,NI,52.9834,10.0869
Müden (Aller),DE,NI,,
Moringen,DE,NI,,
Moormerland,DE,NI,53.3125,7.4791
Molbergen,DE,NI,,
