"","city","stateProvince","country","ncity"
"2998","Kümmersbruck","BY","DE",111
"2999","Künzell","HE","DE",136
"3000","Künzelsau","BW","DE",751
"3001","Kupferberg","BY","DE",9
"3002","Kupferzell","BW","DE",142
"3003","Kuppenheim","BW","DE",31
"3004","Küps","BY","DE",64
"3005","Kürnach","BY","DE",43
"3006","Kürnbach","BW","DE",1
"3007","Kurort Oberwiesenthal","SN","DE",49
"3008","Kürten","NW","DE",63
"3009","Kurtscheid","RP","DE",30
"3010","Kusel","RP","DE",56
"3011","Küssaberg","BW","DE",5
"3012","Küstriner Vorland","BB","DE",25
"3013","Kutzenhausen","BY","DE",7
"3014","Kyhna","SN","DE",19
"3015","Kyritz","BB","DE",110
"3016","Laage","MV","DE",238
"3017","Laar","NI","DE",7
"3018","Laasdorf","TH","DE",24
"3019","Laatzen","NI","DE",543
"3020","Laboe","SH","DE",81
"3021","Lachendorf","NI","DE",61
"3022","Ladbergen","NW","DE",88
"3023","Ladenburg","BW","DE",554
"3024","Laer","NW","DE",133
"3025","Lage","NI","DE",1
"3026","Lage","NW","DE",308
"3027","Lahn","NI","DE",12
"3028","Lahn-Dill-Kreis","HE","DE",12
"3029","Lahnau","HE","DE",35
"3030","Lahnstein","RP","DE",368
"3031","Lahntal","HE","DE",27
"3032","Lahr","BW","DE",1162
"3033","Lahr","RP","DE",24
"3034","Laichingen","BW","DE",285
"3035","Laichingen Feldstetten","BW","DE",25
"3036","Lalendorf","MV","DE",2
"3037","Lam","BY","DE",6
"3038","Lambrecht","RP","DE",14
"3039","Lambrechtshagen","MV","DE",35
"3040","Lambsheim","RP","DE",11
"3041","Lampertheim","HE","DE",113
"3042","Lampertswalde","SN","DE",96
"3043","Lampoldshausen","BW","DE",176
"3044","Landau an der Isar","BY","DE",168
"3045","Landau in der Pfalz","RP","DE",1914
"3046","Lander","SH","DE",20
"3047","Landesbergen","NI","DE",22
"3048","Landkreis Aichach-Friedberg","BY","DE",18
"3049","Landkreis Altötting","BY","DE",16
"3050","Landkreis Alzey-Worms","RP","DE",16
"3051","Landkreis Ansbach","BY","DE",11
"3052","Landkreis Bad Tölz-Wolfratshausen","BY","DE",1
"3053","Landkreis Barnim","BB","DE",35
"3054","Landkreis Böblingen","BW","DE",18
"3055","Landkreis Ebersberg","BY","DE",20
"3056","Landkreis Freudenstadt","BW","DE",45
"3057","Landkreis Havelland","BB","DE",30
"3058","Landkreis Karlsruhe","BW","DE",87
"3059","Landkreis Kitzingen","BY","DE",17
"3060","Landkreis Konstanz","BW","DE",3
"3061","Landkreis München","BY","DE",1
"3062","Landkreis Oder-Spree","BB","DE",9
"3063","Landkreis Offenbach","HE","DE",35
"3064","Landkreis Ostholstein","SH","DE",17
"3065","Landkreis Ostprignitz-Ruppin","BB","DE",2
"3066","Landkreis Passau","BY","DE",128
"3067","Landkreis Prignitz","BB","DE",28
"3068","Landkreis Rastatt","BW","DE",10
"3069","Landkreis Ravensburg","BW","DE",2
"3070","Landkreis Roth","BY","DE",33
"3071","Landkreis Sächsische Schweiz","SN","DE",42
"3072","Landkreis Starnberg","BY","DE",10
"3073","Landkreis Tübingen","BW","DE",33
"3074","Landkreis Vechta","NI","DE",2
"3075","Landsberg","ST","DE",486
"3076","Landsberg am Lech","BY","DE",1536
"3077","Landscheid","RP","DE",7
"3078","Landshut","BY","DE",3181
"3079","Landstuhl","RP","DE",155
"3080","Langballig","SH","DE",23
"3081","Langelsheim","NI","DE",87
"3082","Langen","HE","DE",785
"3083","Langenargen","BW","DE",97
"3084","Langenau","BW","DE",183
"3085","Langenbach","BY","DE",31
"3086","Langenberg","NW","DE",163
"3087","Langenbernsdorf","SN","DE",9
"3088","Langenbrettach","BW","DE",91
"3089","Langenburg","BW","DE",17
"3090","Langenfeld","NW","DE",2026
"3091","Langenfeld","RP","DE",7
"3092","Langenhagen","NI","DE",2063
"3093","Langenhorn","SH","DE",19
"3094","Langenleuba-Niederhain","TH","DE",40
"3095","Langenlonsheim","RP","DE",143
"3096","Langenpreising","BY","DE",26
"3097","Langenselbold","HE","DE",131
"3098","Langensendelbach","BY","DE",27
"3099","Langenweißbach","SN","DE",9
"3100","Langenwetzendorf","TH","DE",114
"3101","Langenzenn","BY","DE",320
"3102","Langeoog","NI","DE",66
"3103","Langerringen","BY","DE",22
"3104","Langerwehe","NW","DE",1
"3105","Langewiesen","TH","DE",21
"3106","Langfurth","BY","DE",26
"3107","Langgöns","HE","DE",292
"3108","Langlingen","NI","DE",26
"3109","Langquaid","BY","DE",11
"3110","Langwedel","NI","DE",142
"3111","Langweid am Lech","BY","DE",69
"3112","Langweiler","RP","DE",3
"3113","Lanzendorf","BY","DE",54
"3114","Lappersdorf","BY","DE",36
"3115","Lastrup","NI","DE",74
"3116","Lathen","NI","DE",133
"3117","Laubach","HE","DE",120
"3118","Lauben","BY","DE",3
"3119","Laucha","ST","DE",15
"3120","Lauchhammer","BB","DE",220
"3121","Lauchheim","BW","DE",9
"3122","Lauchringen","BW","DE",51
"3123","Lauda","BW","DE",1
"3124","Lauda-Königshofen","BW","DE",134
"3125","Laudenbach","BW","DE",45
"3126","Laudert","RP","DE",18
"3127","Lauenau","NI","DE",102
"3128","Lauenburg/Elbe","SH","DE",195
"3129","Lauenförde","NI","DE",60
"3130","Lauf","BW","DE",31
"3131","Lauf a.d.Pegnitz","BY","DE",821
"3132","Laufach","BY","DE",44
"3133","Laufen","BY","DE",22
"3134","Laufenburg","BW","DE",170
"3135","Lauffen am Neckar","BW","DE",126
"3136","Lauingen","BY","DE",114
"3137","Lauingen (Donau)","BY","DE",80
"3138","Laupheim","BW","DE",1132
"3139","Lauscha","TH","DE",4
"3140","Laußnitz","SN","DE",43
"3141","Lauta","SN","DE",72
"3142","Lauterbach","HE","DE",78
"3143","Lauterecken","RP","DE",110
"3144","Lauterstein","BW","DE",9
"3145","Lautertal","BY","DE",10
"3146","Lautertal","HE","DE",67
"3147","Lautzenhausen","RP","DE",44
"3148","Lawalde","SN","DE",9
"3149","Lebach","SL","DE",158
"3150","Lebusa","BB","DE",4
"3151","Leck","SH","DE",17
"3152","Lederhose","TH","DE",39
"3153","Leegebruch","BB","DE",15
"3154","Leer","NI","DE",969
"3155","Leese","NI","DE",16
"3156","Leezdorf","NI","DE",11
"3157","Legden","NW","DE",42
"3158","Legefeld","TH","DE",21
"3159","Lehnin","BB","DE",61
"3160","Lehrberg","BY","DE",25
"3161","Lehre","NI","DE",54
"3162","Lehrensteinsfeld","BW","DE",5
"3163","Lehrte","NI","DE",748
"3164","Leiblfing","BY","DE",8
"3165","Leichlingen","NW","DE",132
"3166","Leimen","BW","DE",168
"3167","Leimersheim","RP","DE",1
"3168","Leinach","BY","DE",12
"3169","Leinburg","BY","DE",120
"3170","Leinefelde","TH","DE",376
"3171","Leinfelden-Echterdingen","BW","DE",2091
"3172","Leingarten","BW","DE",301
"3173","Leipheim","BY","DE",157
"3174","Leipzig","SN","DE",21267
"3175","Leisnig","SN","DE",35
"3176","Leißling","ST","DE",4
"3177","Leiwen","RP","DE",37
"3178","Lemberg","RP","DE",2
"3179","Lemförde","NI","DE",137
"3180","Lemgo","NW","DE",499
"3181","Lemgow","NI","DE",23
"3182","Lemwerder","NI","DE",43
"3183","Lengede","NI","DE",33
"3184","Lengefeld","SN","DE",29
"3185","Lengenfeld","SN","DE",29
"3186","Lengerich","NI","DE",8
"3187","Lengerich","NW","DE",339
"3188","Lenggries","BY","DE",28
"3189","Lennestadt","NW","DE",336
"3190","Lenningen","BW","DE",99
"3191","Lensahn","SH","DE",151
"3192","Lentföhrden","SH","DE",41
"3193","Lenting","BY","DE",31
"3194","Lenzkirch","BW","DE",91
"3195","Leonberg","BW","DE",1629
"3196","Leonberg","BY","DE",3
"3197","Leopoldshöhe","NW","DE",209
"3198","Leppersdorf","SN","DE",39
"3199","Letzlingen","ST","DE",1
"3200","Leubingen","TH","DE",19
"3201","Leubsdorf","SN","DE",7
"3202","Leun","HE","DE",60
"3203","Leuna","ST","DE",634
"3204","Leupoldishain","SN","DE",43
"3205","Leupoldsgrün","BY","DE",14
"3206","Leutenbach","BW","DE",74
"3207","Leutenbach","BY","DE",28
"3208","Leutkirch im Allgäu","BW","DE",525
"3209","Leverkusen","NW","DE",4863
"3210","Lich","HE","DE",65
"3211","Lichte","TH","DE",17
"3212","Lichtenau","BW","DE",96
"3213","Lichtenau","BY","DE",36
"3214","Lichtenau","NW","DE",33
"3215","Lichtenau","SN","DE",34
"3216","Lichtenberg/Erzgeb.","SN","DE",29
"3217","Lichtenborn","RP","DE",58
"3218","Lichtenfels","BY","DE",663
"3219","Lichtenfels","HE","DE",13
"3220","Lichtenstein","BW","DE",16
"3221","Lichtenstein","SN","DE",106
"3222","Lichtenstein/Sachsen","SN","DE",77
"3223","Lichtentanne","SN","DE",39
"3224","Liebenau","NI","DE",230
"3225","Liebenburg","NI","DE",27
"3226","Liebenscheid","RP","DE",28
"3227","Lieblos","HE","DE",20
"3228","Liebschütz","TH","DE",26
"3229","Liebstadt","SN","DE",29
"3230","Liederbach","HE","DE",9
"3231","Liederbach am Taunus","HE","DE",28
"3232","Lienen","NW","DE",5
"3233","Lieser","RP","DE",8
"3234","Lieth","SH","DE",26
"3235","Lilienthal","NI","DE",318
"3236","Limbach","BW","DE",2
"3237","Limbach-Oberfrohna","SN","DE",382
"3238","Limburg an der Lahn","HE","DE",1822
"3239","Limburgerhof","RP","DE",35
"3240","Lindau","BY","DE",1587
"3241","Lindau","SH","DE",4
"3242","Lindau","ST","DE",19
"3243","Lindberg","BY","DE",6
"3244","Linden","HE","DE",183
"3245","Linden","RP","DE",49
"3246","Lindenberg","BY","DE",2
"3247","Lindenberg","RP","DE",52
"3248","Lindenberg","ST","DE",23
"3249","Lindenberg im Allgäu","BY","DE",381
"3250","Lindenfels","HE","DE",42
"3251","Linderbach","TH","DE",11
"3252","Lindern (Oldenburg)","NI","DE",9
"3253","Lindewitt","SH","DE",26
"3254","Lindhorst","NI","DE",5
"3255","Lindlar","NW","DE",81
"3256","Lingen","NI","DE",912
"3257","Lingenfeld","RP","DE",2
"3258","Lingerhahn","RP","DE",44
"3259","Linkenbach","RP","DE",1
"3260","Linkenheim","BW","DE",16
"3261","Linkenheim-Hochstetten","BW","DE",20
"3262","Linnich","NW","DE",135
"3263","Linow","MV","DE",8
"3264","Linsengericht","HE","DE",99
"3265","Linthe","BB","DE",3
"3266","Linum","BB","DE",5
"3267","Linz am Rhein","RP","DE",230
"3268","Lippe","NW","DE",180
"3269","Lippendorf","SN","DE",10
"3270","Lippetal","NW","DE",17
"3271","Lippstadt","NW","DE",2147
"3272","Lisberg","BY","DE",25
"3273","Litzendorf","BY","DE",11
"3274","Löbau","SN","DE",253
"3275","Löbejün","ST","DE",38
"3276","Löbichau","TH","DE",23
"3277","Löbnitz","MV","DE",1
"3278","Löbnitz","SN","DE",1
"3279","Löbnitz an der Linde","ST","DE",1
"3280","Loburg","ST","DE",6
"3281","Löchgau","BW","DE",28
"3282","Lochow","BB","DE",15
"3283","Löcknitz","MV","DE",20
"3284","Lödla","TH","DE",26
"3285","Löf","RP","DE",18
"3286","Loffenau","BW","DE",13
"3287","Löffingen","BW","DE",123
"3288","Lohbrügge","HH","DE",5
"3289","Lohfelden","HE","DE",150
"3290","Lohmar","NW","DE",269
"3291","Lohmen","SN","DE",28
"3292","Lohn","NW","DE",4
"3293","Löhnberg","HE","DE",16
"3294","Lohne","NI","DE",241
"3295","Löhne","NW","DE",561
"3296","Lohne (Oldenburg)","NI","DE",203
"3297","Lohr","BY","DE",320
"3298","Loiching","BY","DE",24
"3299","Loitsche","ST","DE",4
"3300","Loitz","MV","DE",21
"3301","Lokstedt","HH","DE",12
"3302","Lollar","HE","DE",139
"3303","Lommatzsch","SN","DE",89
"3304","Longuich","RP","DE",44
"3305","Löningen","NI","DE",203
"3306","Lonsee","BW","DE",43
"3307","Lorch","BW","DE",182
"3308","Lörrach","BW","DE",1338
"3309","Lorsch","HE","DE",350
"3310","Lorup","NI","DE",80
"3311","Losheim","SL","DE",172
"3312","Losheim am See","SL","DE",126
"3313","Loßburg","BW","DE",380
"3314","Lößnitz","SN","DE",25
"3315","Lotte","NW","DE",160
"3316","Lottstetten","BW","DE",63
"3317","Löwenberger Land","BB","DE",62
"3318","Löwenstein","BW","DE",11
"3319","Loxstedt","NI","DE",35
"3320","Lübbecke","NW","DE",653
"3321","Lübben","BB","DE",304
"3322","Lübbenau/Spreewald","BB","DE",245
"3323","Lübeck","SH","DE",6103
"3324","Lübesse","MV","DE",24
"3325","Lubmin","MV","DE",16
"3326","Lübtheen","MV","DE",198
"3327","Lübz","MV","DE",39
"3328","Lüchow","NI","DE",23
"3329","Lucka","TH","DE",4
"3330","Luckau","BB","DE",142
"3331","Luckenwalde","BB","DE",367
"3332","Lüdenscheid","NW","DE",1742
"3333","Lüdinghausen","NW","DE",235
"3334","Ludwigsau","HE","DE",9
"3335","Ludwigsburg","BW","DE",3905
"3336","Ludwigsfelde","BB","DE",716
"3337","Ludwigshafen","BW","DE",75
"3338","Ludwigshafen am Rhein","RP","DE",6016
"3339","Ludwigslust","MV","DE",338
"3340","Ludwigsstadt","BY","DE",35
"3341","Luft","BW","DE",23
"3342","Luftkurort Arendsee","ST","DE",9
"3343","Lugau","SN","DE",64
"3344","Lugau/Erzgebirge","SN","DE",4
"3345","Lügde","NW","DE",21
"3346","Luhden","NI","DE",30
"3347","Luhe-Wildenau","BY","DE",32
"3348","Lülsfeld","BY","DE",9
"3349","Lunden","SH","DE",96
"3350","Lüneburg","NI","DE",3064
"3351","Lünen","NW","DE",1177
"3352","Lunzenau","SN","DE",1
"3353","Lupburg","BY","DE",64
"3354","Lürschau","SH","DE",24
"3355","Lurup","HH","DE",3
"3356","Lüssow","MV","DE",7
"3357","Lustadt","RP","DE",20
"3358","Lutherstadt Eisleben","ST","DE",183
"3359","Lutherstadt Wittenberg","ST","DE",783
"3360","Lütjenburg","SH","DE",74
"3361","Lutter am Barenberge","NI","DE",19
"3362","Lüttow","MV","DE",47
"3363","Lüttow-Valluhn","MV","DE",6
"3364","Lützen","ST","DE",20
"3365","Lützow","MV","DE",2
"3366","Maasbüll","SH","DE",14
"3367","Maasholm","SH","DE",3
"3368","Machern","SN","DE",35
"3369","Madlitz-Wilmersdorf","BB","DE",23
"3370","Magdala","TH","DE",47
"3371","Magdeburg","ST","DE",8082
"3372","Magstadt","BW","DE",144
"3373","Mahlberg","BW","DE",148
"3374","Mahlow","BB","DE",48
"3375","Mahlstetten","BW","DE",31
"3376","Mahndorf","HB","DE",28
"3377","Maierhöfen","BY","DE",5
"3378","Maikammer","RP","DE",11
"3379","Mailand","BW","DE",9
"3380","Mailing","BY","DE",1
"3381","Main-Kinzig-Kreis","HE","DE",6
"3382","Main-Tauber-Kreis","BW","DE",1
"3383","Mainaschaff","BY","DE",279
"3384","Mainburg","BY","DE",293
"3385","Mainhausen","HE","DE",55
"3386","Mainleus","BY","DE",15
"3387","Mainstockheim","BY","DE",22
"3388","Maintal","HE","DE",359
"3389","Mainz","RP","DE",9092
"3390","Mainz-Kastel","HE","DE",167
"3391","Mainz Kostheim","HE","DE",199
"3392","Mainzlar","HE","DE",8
"3393","Maisach","BY","DE",365
"3394","Malchin","MV","DE",72
"3395","Malching","BY","DE",3
"3396","Malchow","MV","DE",44
"3397","Malente","SH","DE",99
"3398","Mallersdorf-Pfaffenberg","BY","DE",69
"3399","Malsch","BW","DE",296
"3400","Malschwitz","SN","DE",118
"3401","Malsfeld","HE","DE",138
"3402","Malterdingen","BW","DE",27
"3403","Mammelzen","RP","DE",13
"3404","Mammendorf","BY","DE",4
"3405","Mamming","BY","DE",79
"3406","Manching","BY","DE",1318
"3407","Mandern","RP","DE",18
"3408","Mannheim","BW","DE",15932
"3409","Mansfeld","ST","DE",49
"3410","Mansfelder Land","ST","DE",25
"3411","Mantel","BY","DE",19
"3412","Marbach","BW","DE",19
"3413","Marbach","TH","DE",40
"3414","Marbach am Neckar","BW","DE",93
"3415","Marburg an der Lahn","HE","DE",2448
"3416","March","BW","DE",49
"3417","Maria Laach","RP","DE",15
"3418","Marienberg","SN","DE",242
"3419","Marienfeld","NW","DE",43
"3420","Marienheide","NW","DE",2
"3421","Marienmünster","NW","DE",18
"3422","Marienstein","NI","DE",14
"3423","Mark","SN","DE",27
"3424","Markdorf","BW","DE",495
"3425","Marke","ST","DE",52
"3426","Markgröningen","BW","DE",386
"3427","Märkische Heide","BB","DE",13
"3428","Markkleeberg","SN","DE",313
"3429","Marklkofen","BY","DE",115
"3430","Marklohe","NI","DE",1
"3431","Markneukirchen","SN","DE",2
"3432","Markranstädt","SN","DE",140
"3433","Marksuhl","TH","DE",99
"3434","Markt Bibart","BY","DE",42
"3435","Markt Einersheim","BY","DE",80
"3436","Markt Erlbach","BY","DE",31
"3437","Markt Indersdorf","BY","DE",37
"3438","Markt Nordheim","BY","DE",24
"3439","Markt Rettenbach","BY","DE",6
"3440","Markt Schwaben","BY","DE",136
"3441","Markt Taschendorf","BY","DE",2
"3442","Marktbreit","BY","DE",45
"3443","Marktheidenfeld","BY","DE",761
"3444","Marktl","BY","DE",16
"3445","Marktleugast","BY","DE",19
"3446","Marktleuthen","BY","DE",55
"3447","Marktoberdorf","BY","DE",314
"3448","Marktredwitz","BY","DE",432
"3449","Marktrodach","BY","DE",5
"3450","Marktschorgast","BY","DE",32
"3451","Marktzeuln","BY","DE",12
"3452","Marl","NW","DE",1069
"3453","Marloffstein","BY","DE",4
"3454","Marlow","MV","DE",3
"3455","Marne","SH","DE",171
"3456","Marnheim","RP","DE",13
"3457","Maroldsweisach","BY","DE",6
"3458","Marquartstein","BY","DE",24
"3459","Marsberg","NW","DE",104
"3460","Marschacht","NI","DE",5
"3461","Martfeld","NI","DE",5
"3462","Martinsheim","BY","DE",16
"3463","Martinsried","BY","DE",236
"3464","Marxheim","BY","DE",56
"3465","Marzling","BY","DE",32
"3466","Maselheim","BW","DE",2
"3467","Maßbach","BY","DE",27
"3468","Massenbachhausen","BW","DE",31
"3469","Masserberg","TH","DE",35
"3470","Massing","BY","DE",24
"3471","Mauer","BW","DE",24
"3472","Mauern","BY","DE",110
"3473","Mauerstetten","BY","DE",39
"3474","Maulbronn","BW","DE",35
"3475","Maulburg","BW","DE",128
"3476","Maxdorf","RP","DE",30
"3477","Maxhütte-Haidhof","BY","DE",122
"3478","Mayen","RP","DE",592
"3479","Mechernich","NW","DE",151
"3480","Meckenbeuren","BW","DE",99
"3481","Meckenheim","NW","DE",329
"3482","Meckenheim","RP","DE",6
"3483","Meckesheim","BW","DE",32
"3484","Meddersheim","RP","DE",7
"3485","Medebach","NW","DE",92
"3486","Medlingen","BY","DE",12
"3487","Meeder","BY","DE",89
"3488","Meerane","SN","DE",360
"3489","Meerbeck","NI","DE",7
"3490","Meerbusch","NW","DE",1077
"3491","Meersburg","BW","DE",191
"3492","Mehlingen","RP","DE",93
"3493","Mehlmeisel","BY","DE",3
"3494","Mehr","NW","DE",19
"3495","Mehring","BY","DE",105
"3496","Meine","NI","DE",99
"3497","Meinersen","NI","DE",6
"3498","Meinerzhagen","NW","DE",305
"3499","Meinhard","HE","DE",29
"3500","Meiningen","TH","DE",307
"3501","Meisenheim","RP","DE",153
"3502","Meißen","SN","DE",952
"3503","Meißenheim","BW","DE",3
"3504","Meitingen","BY","DE",331
"3505","Meldorf","SH","DE",56
"3506","Melle","NI","DE",998
"3507","Mellingen","TH","DE",44
"3508","Mellrichstadt","BY","DE",200
"3509","Melsdorf","SH","DE",21
"3510","Melsungen","HE","DE",288
"3511","Memmelsdorf","BY","DE",16
"3512","Memmingen","BY","DE",1311
"3513","Memmingerberg","BY","DE",58
"3514","Menden","NW","DE",590
"3515","Mendig","RP","DE",37
"3516","Mengen","BW","DE",105
"3517","Mengerskirchen","HE","DE",97
"3518","Menslage","NI","DE",11
"3519","Menteroda","TH","DE",2
"3520","Meppen","NI","DE",732
"3521","Merbelsrod","TH","DE",121
"3522","Merching","BY","DE",5
"3523","Merchweiler","SL","DE",8
"3524","Merenberg","HE","DE",62
"3525","Mering","BY","DE",81
"3526","Merkers","TH","DE",103
"3527","Merkers-Kieselbach","TH","DE",19
"3528","Merklingen","BW","DE",57
"3529","Mersch","NW","DE",3
"3530","Merseburg","ST","DE",557
"3531","Mertingen","BY","DE",175
"3532","Merzen","NI","DE",1
"3533","Merzenich","NW","DE",24
"3534","Merzig","SL","DE",347
"3535","Meschede","NW","DE",230
"3536","Messel","HE","DE",5
"3537","Meßkirch","BW","DE",125
"3538","Meßstetten","BW","DE",107
"3539","Metten","BY","DE",2
"3540","Mettingen","NW","DE",113
"3541","Mettlach","SL","DE",271
"3542","Mettmann","NW","DE",582
"3543","Metzingen","BW","DE",1117
"3544","Metzingen Kreis Reutlingen","BW","DE",74
"3545","Meura","TH","DE",71
"3546","Meuselwitz","TH","DE",68
"3547","Meuspath","RP","DE",40
"3548","Michelau","BY","DE",251
"3549","Michelau in Oberfranken","BY","DE",248
"3550","Michelfeld","BW","DE",116
"3551","Michelstadt","HE","DE",192
"3552","Michendorf","BB","DE",27
"3553","Miehlen","RP","DE",59
"3554","Miesbach","BY","DE",130
"3555","Mihla","TH","DE",34
"3556","Mildenau","SN","DE",22
"3557","Milower Land","BB","DE",29
"3558","Miltach","BY","DE",3
"3559","Miltenberg","BY","DE",308
"3560","Mindelheim","BY","DE",753
"3561","Minden","NW","DE",1880
"3562","Minden","RP","DE",10
"3563","Minden-Lübbecke","NW","DE",19
"3564","Mintraching","BY","DE",49
"3565","Mirow","MV","DE",39
"3566","Missen-Wilhams","BY","DE",9
"3567","Mistelbach","BY","DE",29
"3568","Mistelgau","BY","DE",20
"3569","Mittegroßefehn","NI","DE",54
"3570","Mitteleschenbach","BY","DE",57
"3571","Mittelfranken","BY","DE",230
"3572","Mitten","BY","DE",2
"3573","Mittenaar","HE","DE",2
"3574","Mittenwald","BY","DE",176
"3575","Mittenwalde","BB","DE",94
"3576","Mitterfels","BY","DE",18
"3577","Mitterskirchen","BY","DE",20
"3578","Mitterteich","BY","DE",134
"3579","Mittweida","SN","DE",401
"3580","Mitwitz","BY","DE",11
"3581","Mochau","SN","DE",3
"3582","Möckern","ST","DE",47
"3583","Möckmühl","BW","DE",139
"3584","Mockrehna","SN","DE",93
"3585","Moers","NW","DE",1257
"3586","Mogendorf","RP","DE",16
"3587","Mögglingen","BW","DE",36
"3588","Möglingen","BW","DE",107
"3589","Mohlsdorf","TH","DE",10
"3590","Möhnesee","NW","DE",86
"3591","Mohorn","SN","DE",17
"3592","Möhrendorf","BY","DE",151
"3593","Möhringen","BW","DE",1
"3594","Molbergen","NI","DE",20
"3595","Molfsee","SH","DE",9
"3596","Möllenhagen","MV","DE",3
"3597","Mölln","SH","DE",94
"3598","Mölschow","MV","DE",14
"3599","Moltzow","MV","DE",28
"3600","Mömbris","BY","DE",164
"3601","Mommenheim","RP","DE",31
"3602","Mönchberg","BY","DE",2
"3603","Mönchengladbach","NW","DE",7918
"3604","Mönchenholzhausen","TH","DE",28
"3605","Mönchweiler","BW","DE",97
"3606","Monheim","BY","DE",77
"3607","Monheim","NW","DE",455
"3608","Monheim am Rhein","NW","DE",593
"3609","Monheim am Rhein Monheim","NW","DE",28
"3610","Mönkeberg","SH","DE",6
"3611","Monschau","NW","DE",235
"3612","Monsheim","RP","DE",5
"3613","Mönsheim","BW","DE",147
"3614","Montabaur","RP","DE",1059
"3615","Monzelfeld","RP","DE",16
"3616","Moorbad Lobenstein","TH","DE",166
"3617","Moorenweis","BY","DE",1
"3618","Moorfleet","HH","DE",14
"3619","Moorgrund","TH","DE",42
"3620","Moormerland","NI","DE",56
"3621","Moorrege","SH","DE",10
"3622","Moos","BW","DE",11
"3623","Moosach","BY","DE",15
"3624","Moosburg","BY","DE",338
"3625","Moosinning","BY","DE",6
"3626","Morbach","RP","DE",189
"3627","Mörfelden","HE","DE",48
"3628","Mörfelden-Walldorf","HE","DE",571
"3629","Moringen","NI","DE",50
"3630","Moritz","ST","DE",9
"3631","Moritzburg","SN","DE",29
"3632","Mörlenbach","BW","DE",1
"3633","Mörlenbach","HE","DE",69
"3634","Morsbach","NW","DE",77
"3635","Mörsbach","RP","DE",14
"3636","Morschheim","RP","DE",9
"3637","Mörsdorf","RP","DE",29
"3638","Mörsdorf","TH","DE",3
"3639","Morsleben","ST","DE",2
"3640","Mosbach","BW","DE",457
"3641","Mossautal","HE","DE",32
"3642","Mössingen","BW","DE",230
"3643","Möttingen","BY","DE",15
"3644","Much","NW","DE",24
"3645","Mücheln (Geiseltal)","ST","DE",16
"3646","Mücka","SN","DE",5
"3647","Mücke","HE","DE",89
"3648","Mudau","BW","DE",67
"3649","Müden (Aller)","NI","DE",12
"3650","Mudersbach","RP","DE",21
"3651","Mügeln","SN","DE",26
"3652","Muggensturm","BW","DE",46
"3653","Müglitztal","SN","DE",42
"3654","Mühlacker","BW","DE",407
"3655","Mühlau","SN","DE",167
"3656","Mühlberg (Elbe)","BB","DE",53
"3657","Mühldorf","BY","DE",918
"3658","Mühlenbach","BW","DE",1
"3659","Mühlenbeck","BB","DE",25
"3660","Mühlenbeck","MV","DE",14
"3661","Mühlenbecker Land","BB","DE",31
"3662","Mühlhausen","BW","DE",43
"3663","Mühlhausen","BY","DE",72
"3664","Mühlhausen","TH","DE",786
"3665","Mühlhausen-Ehingen","BW","DE",24
"3666","Mühlhausen im Täle","BW","DE",105
"3667","Mühlheim am Main","HE","DE",208
"3668","Mühlheim an der Donau","BW","DE",16
"3669","Mühlingen","BW","DE",1
"3670","Mühltal","HE","DE",196
"3671","Mühltal","RP","DE",23
"3672","Muhr am See","BY","DE",37
"3673","Mulda","SN","DE",75
"3674","Muldenstein","ST","DE",33
"3675","Mulfingen","BW","DE",179
"3676","Mülheim","RP","DE",1
"3677","Mülheim-Kärlich","RP","DE",264
"3678","Mülheim an der Ruhr","NW","DE",3366
"3679","Müllheim","BW","DE",469
"3680","Müllrose","BB","DE",18
"3681","Mülsen","SN","DE",44
"3682","Münchberg","BY","DE",272
"3683","Müncheberg","BB","DE",53
"3684","Münchehofe","BB","DE",31
"3685","München","BY","DE",100481
"3686","Münchenbernsdorf","TH","DE",46
"3687","Münchhausen","HE","DE",65
"3688","Münchsmünster","BY","DE",144
"3689","Münchsteinach","BY","DE",12
"3690","Münchweiler an der Rodalb","RP","DE",10
"3691","Mundelsheim","BW","DE",9
"3692","Munderkingen","BW","DE",11
"3693","Münnerstadt","BY","DE",77
"3694","Münsing","BY","DE",28
"3695","Münsingen","BW","DE",46
"3696","Munster","NI","DE",85
"3697","Münster","BW","DE",10
"3698","Münster","BY","DE",6
"3699","Münster","HE","DE",9
"3700","Münster","NW","DE",8642
"3701","Münster-Sarmsheim","RP","DE",1
"3702","Münstertal","BW","DE",15
"3703","Münzenberg","HE","DE",17
"3704","Murg","BW","DE",53
"3705","Müritz","MV","DE",81
"3706","Murnau am Staffelsee","BY","DE",373
"3707","Murr","BW","DE",132
"3708","Murrhardt","BW","DE",98
"3709","Mutlangen","BW","DE",12
"3710","Mutterstadt","RP","DE",68
"3711","Mutzschen","SN","DE",63
"3712","Mylau","SN","DE",71
"3713","Nabburg","BY","DE",155
"3714","Nabern","BW","DE",14
"3715","Nackenheim","RP","DE",63
"3716","Nagel","BY","DE",9
"3717","Nagold","BW","DE",300
"3718","Nahetal-Waldau","TH","DE",45
"3719","Naila","BY","DE",109
"3720","Nalbach","SL","DE",30
"3721","Namborn","SL","DE",23
"3722","Nandlstadt","BY","DE",2
"3723","Nassau","RP","DE",108
"3724","Nastätten","RP","DE",1
"3725","Nattheim","BW","DE",59
"3726","Naturpark Harz","ST","DE",12
